,sl.no,idx.chid,idx.alt,choice,cost,risk,weight,seats,noise,crowdness,convloc,clientele,african,lifeExp,dwage,iwage,educ,fatalism,gender,age,haveChildren,swim,idx.id,av,afrifer,afrihov,afriwat,lifefer,lifehov,lifewat,dwagfer,dwaghov,dwagwat,iwagfer,iwaghov,iwagwat,educfer,educhov,educwat,gendfer,gendhov,gendwat,agefer,agehove,agewat,Childfer,Childhov,Childwat,swimfer,swimhov,swimwat
6910,6910,2498,Hovercraft,0,111.331139,3.881836,0.3863821,1,0.8,0.8,0.8,1,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0
6911,6911,2498,WaterTaxi,1,115.714409,2.55127,0.3863821,0.8,0.8,0.8,1,0.8,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1
6912,6912,2499,Ferry,0,67.308029,4.431152,0.3863821,0.6,0.6,0.4,0.2,0.8,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0
6913,6913,2499,Helicopter,0,195.110306,18.408203,0.3863821,0.8,0.8,0.8,0.8,0.8,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6914,6914,2499,Hovercraft,0,158.230179,3.881836,0.3863821,1,0.8,0.8,0.8,1,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0
6915,6915,2499,WaterTaxi,1,115.714409,2.55127,0.3863821,0.8,0.8,0.8,1,0.8,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1
6916,6916,2500,Ferry,1,67.308029,4.431152,0.3863821,0.6,0.6,0.4,0.2,0.8,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0
6917,6917,2500,Helicopter,0,195.110306,18.408203,0.3863821,0.8,0.8,0.8,0.8,0.8,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6918,6918,2500,Hovercraft,0,111.331139,3.881836,0.3863821,1,0.8,0.8,0.8,1,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0
6919,6919,2500,WaterTaxi,0,115.714409,2.55127,0.3863821,0.8,0.8,0.8,1,0.8,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1
6920,6920,2501,Ferry,0,67.308029,4.431152,0.3863821,0.6,0.6,0.4,0.2,0.8,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0
6921,6921,2501,Helicopter,0,0,0,0,0,0,0,0,0,0,45,37.5708733,37.5708733,1,0,0,30,0,1,9190505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6922,6922,2501,Hovercraft,0,111.331139,3.881836,0.3863821,1,0.8,0.8,0.8,1,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0
6923,6923,2501,WaterTaxi,1,115.714409,2.55127,0.3863821,0.8,0.8,0.8,1,0.8,0,45,37.5708733,37.5708733,1,5,0,30,0,1,9190505,1,0,0,0,0,0,45,0,0,37.5708733,0,0,37.5708733,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1
6924,6924,2502,Ferry,0,113.395035,4.431152,0.3863821,0.6,0.4,0.4,0.4,0.8,0,37,66.5971756,66.5971756,1,1,1,43,1,1,9190506,1,0,0,0,37,0,0,66.5971756,0,0,66.5971756,0,0,1,0,0,1,0,0,43,0,0,1,0,0,1,0,0
6925,6925,2502,Helicopter,0,0,0,0,0,0,0,0,0,0,37,66.5971756,66.5971756,1,0,1,43,1,1,9190506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6926,6926,2502,Hovercraft,0,79.073578,3.881836,0.3863821,1,0.8,0.8,0.6,1,0,37,66.5971756,66.5971756,1,1,1,43,1,1,9190506,1,0,0,0,0,37,0,0,66.5971756,0,0,66.5971756,0,0,1,0,0,1,0,0,43,0,0,1,0,0,1,0
6927,6927,2502,WaterTaxi,1,86.843246,2.55127,0.3863821,0.8,0.8,0.8,1,0.8,0,37,66.5971756,66.5971756,1,1,1,43,1,1,9190506,1,0,0,0,0,0,37,0,0,66.5971756,0,0,66.5971756,0,0,1,0,0,1,0,0,43,0,0,1,0,0,1
6928,6928,2503,Ferry,0,113.395035,4.431152,0.3863821,0.6,0.4,0.4,0.4,0.8,0,37,66.5971756,66.5971756,1,1,1,43,1,1,9190506,1,0,0,0,37,0,0,66.5971756,0,0,66.5971756,0,0,1,0,0,1,0,0,43,0,0,1,0,0,1,0,0
6929,6929,2503,Helicopter,0,0,0,0,0,0,0,0,0,0,37,66.5971756,66.5971756,1,0,1,43,1,1,9190506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,6930,2503,Hovercraft,0,79.073578,3.881836,0.3863821,1,0.8,0.8,0.6,1,0,37,66.5971756,66.5971756,1,1,1,43,1,1,9190506,1,0,0,0,0,37,0,0,66.5971756,0,0,66.5971756,0,0,1,0,0,1,0,0,43,0,0,1,0,0,1,0
6931,6931,2503,WaterTaxi,1,86.843246,2.55127,0.3863821,0.8,0.8,0.8,1,0.8,0,37,66.5971756,66.5971756,1,1,1,43,1,1,9190506,1,0,0,0,0,0,37,0,0,66.5971756,0,0,66.5971756,0,0,1,0,0,1,0,0,43,0,0,1,0,0,1
6932,6932,2504,Ferry,0,11.622787,4.431152,0.3863821,0.6,0.6,0.6,0.4,0.6,0,53,5.7736721,5.7736721,1,1,1,27,0,1,9190601,1,0,0,0,53,0,0,5.7736721,0,0,5.7736721,0,0,1,0,0,1,0,0,27,0,0,0,0,0,1,0,0
6933,6933,2504,Helicopter,0,0,0,0,0,0,0,0,0,0,53,5.7736721,5.7736721,1,0,1,27,0,1,9190601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6934,6934,2504,Hovercraft,0,42.694382,3.881836,0.3863821,1,1,1,0.6,0.8,0,53,5.7736721,5.7736721,1,1,1,27,0,1,9190601,1,0,0,0,0,53,0,0,5.7736721,0,0,5.7736721,0,0,1,0,0,1,0,0,27,0,0,0,0,0,1,0
6935,6935,2504,WaterTaxi,1,43.367977,2.55127,0.3863821,0.8,0.8,0.8,0.8,0.8,0,53,5.7736721,5.7736721,1,1,1,27,0,1,9190601,1,0,0,0,0,0,53,0,0,5.7736721,0,0,5.7736721,0,0,1,0,0,1,0,0,27,0,0,0,0,0,1
6936,6936,2505,Ferry,0,11.622787,4.431152,0.3863821,0.6,0.6,0.6,0.4,0.6,0,53,5.7736721,5.7736721,1,1,1,27,0,1,9190601,1,0,0,0,53,0,0,5.7736721,0,0,5.7736721,0,0,1,0,0,1,0,0,27,0,0,0,0,0,1,0,0
6937,6937,2505,Helicopter,0,0,0,0,0,0,0,0,0,0,53,5.7736721,5.7736721,1,0,1,27,0,1,9190601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6938,6938,2505,Hovercraft,0,42.694382,3.881836,0.3863821,1,1,1,0.6,0.8,0,53,5.7736721,5.7736721,1,1,1,27,0,1,9190601,1,0,0,0,0,53,0,0,5.7736721,0,0,5.7736721,0,0,1,0,0,1,0,0,27,0,0,0,0,0,1,0
6939,6939,2505,WaterTaxi,1,43.367977,2.55127,0.3863821,0.8,0.8,0.8,0.8,0.8,0,53,5.7736721,5.7736721,1,1,1,27,0,1,9190601,1,0,0,0,0,0,53,0,0,5.7736721,0,0,5.7736721,0,0,1,0,0,1,0,0,27,0,0,0,0,0,1
6940,6940,2506,Ferry,0,43.77243,4.431152,0.3863821,0.8,0.6,0.6,0.6,0.8,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1,0,0
6941,6941,2506,Helicopter,0,0,0,0,0,0,0,0,0,0,35,23.4495163,23.4495163,1,0,1,30,0,1,9190602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6942,6942,2506,Hovercraft,0,104.741173,3.881836,0.3863821,1,1,1,0.8,1,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1,0
6943,6943,2506,WaterTaxi,1,107.476952,2.55127,0.3863821,1,0.8,1,0.8,1,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1
6944,6944,2507,Ferry,0,43.77243,4.431152,0.3863821,0.8,0.6,0.6,0.6,0.8,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1,0,0
6945,6945,2507,Helicopter,0,192.286041,18.408203,0.3863821,1,1,1,0.8,1,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6946,6946,2507,Hovercraft,0,0,0,0,0,0,0,0,0,0,35,23.4495163,23.4495163,1,0,1,30,0,1,9190602,0,0,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1,0
6947,6947,2507,WaterTaxi,1,107.476952,2.55127,0.3863821,1,0.8,1,0.8,1,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1
6948,6948,2508,Ferry,0,43.77243,4.431152,0.3863821,0.8,0.6,0.6,0.6,0.8,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1,0,0
6949,6949,2508,Helicopter,0,192.286041,18.408203,0.3863821,1,1,1,0.8,1,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6950,6950,2508,Hovercraft,0,104.741173,3.881836,0.3863821,1,1,1,0.8,1,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1,0
6951,6951,2508,WaterTaxi,1,107.476952,2.55127,0.3863821,1,0.8,1,0.8,1,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1
6952,6952,2509,Ferry,0,43.77243,4.431152,0.3863821,0.8,0.6,0.6,0.6,0.8,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1,0,0
6953,6953,2509,Helicopter,0,192.286041,18.408203,0.3863821,1,1,1,0.8,1,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6954,6954,2509,Hovercraft,0,104.741173,3.881836,0.3863821,1,1,1,0.8,1,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1,0
6955,6955,2509,WaterTaxi,1,107.476952,2.55127,0.3863821,1,0.8,1,0.8,1,0,35,23.4495163,23.4495163,1,3,1,30,0,1,9190602,1,0,0,0,0,0,35,0,0,23.4495163,0,0,23.4495163,0,0,1,0,0,1,0,0,30,0,0,0,0,0,1
6956,6956,2510,Ferry,0,36.916763,4.431152,0.3863821,0.8,0.6,0.8,0.6,0.8,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,38,0,0,21.0559883,0,0,21.0559883,0,0,1,0,0,1,0,0,47,0,0,1,0,0,1,0,0
6957,6957,2510,Helicopter,0,0,0,0,0,0,0,0,0,0,38,21.0559883,21.0559883,1,0,1,47,1,1,9190603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6958,6958,2510,Hovercraft,0,46.295097,3.881836,0.3863821,1,1,1,0.8,1,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,0,38,0,0,21.0559883,0,0,21.0559883,0,0,1,0,0,1,0,0,47,0,0,1,0,0,1,0
6959,6959,2510,WaterTaxi,1,48.751629,2.55127,0.3863821,1,1,1,1,0.8,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,0,0,38,0,0,21.0559883,0,0,21.0559883,0,0,1,0,0,1,0,0,47,0,0,1,0,0,1
6960,6960,2513,Ferry,0,36.916763,4.431152,0.3863821,0.8,0.6,0.8,0.6,0.8,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,38,0,0,21.0559883,0,0,21.0559883,0,0,1,0,0,1,0,0,47,0,0,1,0,0,1,0,0
6961,6961,2513,Helicopter,0,77.149139,18.408203,0.3863821,1,1,1,0.8,1,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6962,6962,2513,Hovercraft,0,46.295097,3.881836,0.3863821,1,1,1,0.8,1,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,0,38,0,0,21.0559883,0,0,21.0559883,0,0,1,0,0,1,0,0,47,0,0,1,0,0,1,0
6963,6963,2513,WaterTaxi,1,48.751629,2.55127,0.3863821,1,1,1,1,0.8,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,0,0,38,0,0,21.0559883,0,0,21.0559883,0,0,1,0,0,1,0,0,47,0,0,1,0,0,1
6964,6964,2514,Ferry,0,36.916763,4.431152,0.3863821,0.8,0.6,0.8,0.6,0.8,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,38,0,0,21.0559883,0,0,21.0559883,0,0,1,0,0,1,0,0,47,0,0,1,0,0,1,0,0
6965,6965,2514,Helicopter,0,77.149139,18.408203,0.3863821,1,1,1,0.8,1,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6966,6966,2514,Hovercraft,0,46.295097,3.881836,0.3863821,1,1,1,0.8,1,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,0,38,0,0,21.0559883,0,0,21.0559883,0,0,1,0,0,1,0,0,47,0,0,1,0,0,1,0
6967,6967,2514,WaterTaxi,1,48.751629,2.55127,0.3863821,1,1,1,1,0.8,0,38,21.0559883,21.0559883,1,1,1,47,1,1,9190603,1,0,0,0,0,0,38,0,0,21.0559883,0,0,21.0559883,0,0,1,0,0,1,0,0,47,0,0,1,0,0,1
6968,6968,2515,Ferry,0,48.220375,4.431152,0.3863821,0.8,0.8,0.8,0.6,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1,0,0
6969,6969,2515,Helicopter,0,0,0,0,0,0,0,0,0,0,4,0,27.8349838,1,0,1,61,1,1,9190604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6970,6970,2515,Hovercraft,0,49.564396,3.881836,0.3863821,1,1,1,0.6,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1,0
6971,6971,2515,WaterTaxi,1,52.81181,2.55127,0.3863821,0.8,0.8,0.6,0.8,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1
6972,6972,2516,Ferry,0,48.220375,4.431152,0.3863821,0.8,0.8,0.8,0.6,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1,0,0
6973,6973,2516,Helicopter,0,78.716469,18.408203,0.3863821,1,1,1,0.8,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6974,6974,2516,Hovercraft,0,49.564396,3.881836,0.3863821,1,1,1,0.6,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1,0
6975,6975,2516,WaterTaxi,1,52.81181,2.55127,0.3863821,0.8,0.8,0.6,0.8,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1
6976,6976,2517,Ferry,0,48.220375,4.431152,0.3863821,0.8,0.8,0.8,0.6,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1,0,0
6977,6977,2517,Helicopter,0,78.716469,18.408203,0.3863821,1,1,1,0.8,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6978,6978,2517,Hovercraft,0,49.564396,3.881836,0.3863821,1,1,1,0.6,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1,0
6979,6979,2517,WaterTaxi,1,52.81181,2.55127,0.3863821,0.8,0.8,0.6,0.8,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1
6980,6980,2518,Ferry,0,48.220375,4.431152,0.3863821,0.8,0.8,0.8,0.6,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1,0,0
6981,6981,2518,Helicopter,0,78.716469,18.408203,0.3863821,1,1,1,0.8,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6982,6982,2518,Hovercraft,0,49.564396,3.881836,0.3863821,1,1,1,0.6,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1,0
6983,6983,2518,WaterTaxi,1,52.81181,2.55127,0.3863821,0.8,0.8,0.6,0.8,1,0,4,0,27.8349838,1,1,1,61,1,1,9190604,1,0,0,0,0,0,4,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,61,0,0,1,0,0,1
6984,6984,2519,Ferry,0,67.909363,4.431152,0.3863821,0.8,0.6,0.6,0.6,1,0,36,39.381443,39.381443,1,5,1,44,1,1,9190605,1,0,0,0,36,0,0,39.381443,0,0,39.381443,0,0,1,0,0,1,0,0,44,0,0,1,0,0,1,0,0
6985,6985,2519,Helicopter,0,0,0,0,0,0,0,0,0,0,36,39.381443,39.381443,1,0,1,44,1,1,9190605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6986,6986,2519,Hovercraft,0,63.850449,3.881836,0.3863821,1,1,1,0.8,1,0,36,39.381443,39.381443,1,5,1,44,1,1,9190605,1,0,0,0,0,36,0,0,39.381443,0,0,39.381443,0,0,1,0,0,1,0,0,44,0,0,1,0,0,1,0
6987,6987,2519,WaterTaxi,1,68.444946,2.55127,0.3863821,1,1,1,0.8,1,0,36,39.381443,39.381443,1,5,1,44,1,1,9190605,1,0,0,0,0,0,36,0,0,39.381443,0,0,39.381443,0,0,1,0,0,1,0,0,44,0,0,1,0,0,1
6988,6988,2520,Ferry,0,67.909363,4.431152,0.3863821,0.8,0.6,0.6,0.6,1,0,36,39.381443,39.381443,1,5,1,44,1,1,9190605,1,0,0,0,36,0,0,39.381443,0,0,39.381443,0,0,1,0,0,1,0,0,44,0,0,1,0,0,1,0,0
6989,6989,2520,Helicopter,0,0,0,0,0,0,0,0,0,0,36,39.381443,39.381443,1,0,1,44,1,1,9190605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6990,6990,2520,Hovercraft,0,63.850449,3.881836,0.3863821,1,1,1,0.8,1,0,36,39.381443,39.381443,1,5,1,44,1,1,9190605,1,0,0,0,0,36,0,0,39.381443,0,0,39.381443,0,0,1,0,0,1,0,0,44,0,0,1,0,0,1,0
6991,6991,2520,WaterTaxi,1,68.444946,2.55127,0.3863821,1,1,1,0.8,1,0,36,39.381443,39.381443,1,5,1,44,1,1,9190605,1,0,0,0,0,0,36,0,0,39.381443,0,0,39.381443,0,0,1,0,0,1,0,0,44,0,0,1,0,0,1
6992,6992,2521,Ferry,0,28.225054,4.431152,0.3863821,0.8,0.8,0.6,0.6,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1,0,0
6993,6993,2521,Helicopter,0,0,0,0,0,0,0,0,0,0,57,15.8377905,15.8377905,1,0,0,28,0,1,9190606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6994,6994,2521,Hovercraft,0,43.965706,3.881836,0.3863821,1,1,1,0.8,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1,0
6995,6995,2521,WaterTaxi,1,45.81345,2.55127,0.3863821,1,0.8,1,1,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1
6996,6996,2522,Ferry,0,28.225054,4.431152,0.3863821,0.8,0.8,0.6,0.6,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1,0,0
6997,6997,2522,Helicopter,0,76.317032,18.408203,0.3863821,1,1,1,0.8,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,6998,2522,Hovercraft,0,43.965706,3.881836,0.3863821,1,1,1,0.8,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1,0
6999,6999,2522,WaterTaxi,1,45.81345,2.55127,0.3863821,1,0.8,1,1,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1
7000,7000,2523,Ferry,0,28.225054,4.431152,0.3863821,0.8,0.8,0.6,0.6,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1,0,0
7001,7001,2523,Helicopter,0,76.317032,18.408203,0.3863821,1,1,1,0.8,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7002,7002,2523,Hovercraft,0,43.965706,3.881836,0.3863821,1,1,1,0.8,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1,0
7003,7003,2523,WaterTaxi,1,45.81345,2.55127,0.3863821,1,0.8,1,1,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1
7004,7004,2524,Ferry,0,28.225054,4.431152,0.3863821,0.8,0.8,0.6,0.6,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1,0,0
7005,7005,2524,Helicopter,0,76.317032,18.408203,0.3863821,1,1,1,0.8,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7006,7006,2524,Hovercraft,0,0,0,0,0,0,0,0,0,0,57,15.8377905,15.8377905,1,0,0,28,0,1,9190606,0,0,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1,0
7007,7007,2524,WaterTaxi,1,45.81345,2.55127,0.3863821,1,0.8,1,1,1,0,57,15.8377905,15.8377905,1,1,0,28,0,1,9190606,1,0,0,0,0,0,57,0,0,15.8377905,0,0,15.8377905,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1
